elapsed_min,loss,loss_alignment,loss_disagreement,loss_kl,loss_seg,lr,step,val_dice,val_ged,val_iou,val_uncertainty_corr,val_uncertainty_mae
0.5180718938509623,366442.65625,0.0,0.0,0.00018720811931416392,366442.65625,0.0001,1,0.03114052239109662,1.067156784990776,0.016914751228698063,0.0013334542881495953,0.9812174838688645
2.439586857954661,6233.69970703125,0.0,0.0,15.202112197875977,6218.49755859375,0.0001,1000,0.33459340270008264,0.39392246269134673,0.26671048973752526,0.5495524457597435,0.021032661322235118
4.376420525709788,7559.53515625,0.0,0.0,12.489618301391602,7547.04541015625,0.0001,2000,0.3514539661725521,0.3824816400177768,0.27902204701067135,0.5043536234341891,0.025178206732545217
6.315169191360473,3860.490478515625,0.0,0.0,10.45344352722168,3850.037109375,3.981071705534972e-05,3000,0.3436796554715795,0.3613936385737863,0.26928489993942684,0.5492412728031508,0.020882928454701737
8.251611280441285,3790.5263671875,0.0,0.0,10.52374267578125,3780.002685546875,3.981071705534972e-05,4000,0.32425830231352,0.3635962224461012,0.25302829256401116,0.5504500820925227,0.020767221555564267
10.186217935880025,3998.179931640625,0.0,0.0,10.446114540100098,3987.73388671875,1.584893192461113e-05,5000,0.3446471029897014,0.3864622137160585,0.2706008510836581,0.5411984146135632,0.021141815054657034
12.113985244433085,3088.083740234375,0.0,0.0,11.891275405883789,3076.1923828125,1.584893192461113e-05,6000,0.32923920215474145,0.38479775365595154,0.2575064408286993,0.5404609395648148,0.020701051382436726
14.033933289845784,2827.998046875,0.0,0.0,11.602009773254395,2816.39599609375,6.3095734448019305e-06,7000,0.2986053309634248,0.3816772371027297,0.2293579042883995,0.5392496722208819,0.021321047266605987
15.9546031276385,2898.098876953125,0.0,0.0,9.923604965209961,2888.17529296875,6.3095734448019305e-06,8000,0.30959800323739706,0.37926268865754836,0.23896981935801073,0.5354302464888562,0.021574193171781105
17.889374820391335,3713.567626953125,0.0,0.0,11.26572322845459,3702.302001953125,2.511886431509579e-06,9000,0.29410119780487043,0.37438467737968684,0.22442305685322683,0.537094671869972,0.0218589138514159
19.818918975194297,3195.584716796875,0.0,0.0,11.036206245422363,3184.548583984375,2.511886431509579e-06,10000,0.29844908592706515,0.3782175069596758,0.22869923297327224,0.5308675535908857,0.022395254108457597
