elapsed_min,loss,loss_alignment,loss_disagreement,loss_kl,loss_seg,lr,step,val_dice,val_ged,val_iou,val_predicted_disagreement_corr,val_predicted_disagreement_mae,val_uncertainty_corr,val_uncertainty_mae
0.5350721995035808,368452.53125,512564.5625,174352.140625,0.00018721070955507457,366196.4375,0.0001,1,0.030467497384667183,1.061634014808822,0.016490988531253373,-0.01655357141360462,0.5726962859344674,0.000805536498868481,0.9813694472714878
4.411837168534597,7650.1806640625,8735.5869140625,61728.1171875,14.615656852722168,7009.54833984375,0.0001,1000,0.12500894361473008,0.49774429915690815,0.08680772954274209,-0.31601061763726007,0.33197246087416893,0.5649286183838063,0.015092444736092284
8.307524832089742,3218.2607421875,5132.04833984375,21529.8515625,12.957767486572266,2984.872314453125,0.0001,2000,0.22388009971038414,0.46554833927311484,0.16705320533839824,-0.13417391504260606,0.19494354238895334,0.5739351211590893,0.01480060532448203
12.216835447152455,3304.944091796875,6118.0087890625,16758.29296875,15.03773021697998,3116.205322265625,3.981071705534972e-05,3000,0.22769794381871294,0.43476278764789134,0.16609995607387976,-0.0006906105134241532,0.16045516748046731,0.5652596178266414,0.015616187820950783
16.11565576394399,5652.13037109375,11506.720703125,16587.49609375,14.432792663574219,5460.31591796875,3.981071705534972e-05,4000,0.15688946683391056,0.432562719315571,0.10941426619410015,0.1793901569585612,0.13288514141873745,0.5661935811885079,0.015311013906902078
19.985795323053996,3830.876220703125,8936.4375,11924.685546875,16.211959838867188,3686.48095703125,1.584893192461113e-05,5000,0.11643765650749863,0.4768139554603331,0.07939348859152477,0.2865066934567145,0.12240535823083439,0.5614557176780028,0.014399912366031388
23.81713431676229,4390.5751953125,7472.4462890625,10571.8173828125,13.472236633300781,4263.91259765625,1.584893192461113e-05,6000,0.12888410489848584,0.4761282950662207,0.08755595084125058,0.3476449460917749,0.11234933718089417,0.5542400179341159,0.014370830948357094
27.640912425518035,3826.582275390625,7121.85107421875,9191.53125,13.365093231201172,3714.18017578125,6.3095734448019305e-06,7000,0.11604649773941418,0.46134617207843637,0.07837843121877891,0.3660384655879108,0.10770580991242797,0.5568898961552439,0.014565314970757743
31.470919040838876,3543.3603515625,6024.8271484375,8403.7841796875,10.951850891113281,3442.345703125,6.3095734448019305e-06,8000,0.08627969408243384,0.5021157680486948,0.05740127293218187,0.38574958812798726,0.10346522582979939,0.5478195119030296,0.01414898863226751
35.295487868785855,4539.701171875,8509.669921875,9838.7783203125,14.025983810424805,4418.77783203125,2.511886431509579e-06,9000,0.09911299683825854,0.46931954785036695,0.06629589268199011,0.4044609032143739,0.10133013697467255,0.5534155065455181,0.014577554629443188
39.11596065362294,3745.444580078125,13528.92578125,14524.97265625,12.063047409057617,3574.60302734375,2.511886431509579e-06,10000,0.11868313362069789,0.4713584951654608,0.08038323389085943,0.4076424003422762,0.09946558754601433,0.5522678068751424,0.01461056365305114
